News Search interest
United States; 2009

Interest over time
Week,Online Communities
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,-17%
2009-01-18 - 2009-01-24,-24%
2009-01-25 - 2009-01-31,-2%
2009-02-01 - 2009-02-07,+27%
2009-02-08 - 2009-02-14,-15%
2009-02-15 - 2009-02-21,+85%
2009-02-22 - 2009-02-28,+24%
2009-03-01 - 2009-03-07,+17%
2009-03-08 - 2009-03-14,+7%
2009-03-15 - 2009-03-21,-5%
2009-03-22 - 2009-03-28,+2%
2009-03-29 - 2009-04-04,+10%
2009-04-05 - 2009-04-11,+10%
2009-04-12 - 2009-04-18,+22%
2009-04-19 - 2009-04-25,+12%
2009-04-26 - 2009-05-02,-27%
2009-05-03 - 2009-05-09,-20%
2009-05-10 - 2009-05-16,-20%
2009-05-17 - 2009-05-23,-20%
2009-05-24 - 2009-05-30,+41%
2009-05-31 - 2009-06-06,-15%
2009-06-07 - 2009-06-13,+7%
2009-06-14 - 2009-06-20,+5%
2009-06-21 - 2009-06-27,+10%
2009-06-28 - 2009-07-04,+29%
2009-07-05 - 2009-07-11,+2%
2009-07-12 - 2009-07-18,-5%
2009-07-19 - 2009-07-25,+2%
2009-07-26 - 2009-08-01,+2%
2009-08-02 - 2009-08-08,+41%
2009-08-09 - 2009-08-15,+29%
2009-08-16 - 2009-08-22,+29%
2009-08-23 - 2009-08-29,+32%
2009-08-30 - 2009-09-05,-7%
2009-09-06 - 2009-09-12,+144%
2009-09-13 - 2009-09-19,+117%
2009-09-20 - 2009-09-26,+59%
2009-09-27 - 2009-10-03,+49%
2009-10-04 - 2009-10-10,+24%
2009-10-11 - 2009-10-17,+41%
2009-10-18 - 2009-10-24,+95%
2009-10-25 - 2009-10-31,+76%
2009-11-01 - 2009-11-07,-2%
2009-11-08 - 2009-11-14,+59%
2009-11-15 - 2009-11-21,+76%
2009-11-22 - 2009-11-28,+95%
2009-11-29 - 2009-12-05,+12%
2009-12-06 - 2009-12-12,+102%
2009-12-13 - 2009-12-19,+29%
2009-12-20 - 2009-12-26,+59%
2009-12-27 - 2010-01-02,+100%



Top searches
facebook,100
twitter,30
myspace,20
twitter tips,10
login facebook,10
pirate bay,5
face book,5
facebook.com,5
women,5
the pirate bay,5
facebook.com login,0
linkedin,0
dating,0
social media,0
social networking,0
torrent,0
ares,0
my space,0
russian,0
blog,0



Rising searches
facebook.com login,Breakout
login facebook,Breakout
twitter tips,Breakout
twitter,+1,500%
facebook.com,+700%
pirate bay,+550%
the pirate bay,+400%
face book,+350%
social media,+350%
ares,+130%



