News Search interest
United States; 2012

Interest over time
Week,Sports
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-5%
2012-01-15 - 2012-01-21,-15%
2012-01-22 - 2012-01-28,-9%
2012-01-29 - 2012-02-04,-20%
2012-02-05 - 2012-02-11,-6%
2012-02-12 - 2012-02-18,-27%
2012-02-19 - 2012-02-25,-21%
2012-02-26 - 2012-03-03,-23%
2012-03-04 - 2012-03-10,-21%
2012-03-11 - 2012-03-17,+17%
2012-03-18 - 2012-03-24,+0%
2012-03-25 - 2012-03-31,-23%
2012-04-01 - 2012-04-07,-20%
2012-04-08 - 2012-04-14,-24%
2012-04-15 - 2012-04-21,-24%
2012-04-22 - 2012-04-28,-9%
2012-04-29 - 2012-05-05,-17%
2012-05-06 - 2012-05-12,-26%
2012-05-13 - 2012-05-19,-29%
2012-05-20 - 2012-05-26,-23%
2012-05-27 - 2012-06-02,-26%
2012-06-03 - 2012-06-09,-23%
2012-06-10 - 2012-06-16,-11%
2012-06-17 - 2012-06-23,-18%
2012-06-24 - 2012-06-30,-14%
2012-07-01 - 2012-07-07,+0%
2012-07-08 - 2012-07-14,-5%
2012-07-15 - 2012-07-21,-14%
2012-07-22 - 2012-07-28,+5%
2012-07-29 - 2012-08-04,+52%
2012-08-05 - 2012-08-11,+30%
2012-08-12 - 2012-08-18,-6%
2012-08-19 - 2012-08-25,-17%
2012-08-26 - 2012-09-01,-12%
2012-09-02 - 2012-09-08,-14%
2012-09-09 - 2012-09-15,-20%
2012-09-16 - 2012-09-22,-23%
2012-09-23 - 2012-09-29,-20%
2012-09-30 - 2012-10-06,-18%
2012-10-07 - 2012-10-13,-9%
2012-10-14 - 2012-10-20,-21%
2012-10-21 - 2012-10-27,-29%
2012-10-28 - 2012-11-03,-33%
2012-11-04 - 2012-11-10,-45%
2012-11-11 - 2012-11-17,-18%
2012-11-18 - 2012-11-24,-12%
2012-11-25 - 2012-12-01,-15%
2012-12-02 - 2012-12-08,-3%
2012-12-09 - 2012-12-15,-18%
2012-12-16 - 2012-12-22,-35%
2012-12-23 - 2012-12-29,-27%
2012-12-30 - 2013-01-05,-8%



Top searches
football,100
nfl,50
basketball,35
olympics,35
nba,35
lakers,30
tebow,30
espn,25
giants,20
tim tebow,20
manning,20
knicks,20
jeremy lin,20
pacquiao,15
wwe,15
soccer,15
packers,15
49ers,15
redskins,15
ufc,15



Rising searches
olympics 2012,+4,850%
jeremy lin,+3,650%
olympics,+2,150%
peyton manning,+250%
manning,+200%
tim tebow,+190%
lance armstrong,+160%
tebow,+130%
knicks,+90%
giants,+80%



