Google Shopping interest
United States; 2011

Interest over time
Week,Pets & Animals
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,+4%
2011-01-16 - 2011-01-22,+6%
2011-01-23 - 2011-01-29,+10%
2011-01-30 - 2011-02-05,+6%
2011-02-06 - 2011-02-12,+7%
2011-02-13 - 2011-02-19,+10%
2011-02-20 - 2011-02-26,+11%
2011-02-27 - 2011-03-05,+10%
2011-03-06 - 2011-03-12,+13%
2011-03-13 - 2011-03-19,+16%
2011-03-20 - 2011-03-26,+16%
2011-03-27 - 2011-04-02,+16%
2011-04-03 - 2011-04-09,+14%
2011-04-10 - 2011-04-16,+20%
2011-04-17 - 2011-04-23,+19%
2011-04-24 - 2011-04-30,+18%
2011-05-01 - 2011-05-07,+18%
2011-05-08 - 2011-05-14,+23%
2011-05-15 - 2011-05-21,+19%
2011-05-22 - 2011-05-28,+18%
2011-05-29 - 2011-06-04,+19%
2011-06-05 - 2011-06-11,+19%
2011-06-12 - 2011-06-18,+18%
2011-06-19 - 2011-06-25,+25%
2011-06-26 - 2011-07-02,+23%
2011-07-03 - 2011-07-09,+20%
2011-07-10 - 2011-07-16,+19%
2011-07-17 - 2011-07-23,+18%
2011-07-24 - 2011-07-30,+11%
2011-07-31 - 2011-08-06,+14%
2011-08-07 - 2011-08-13,+16%
2011-08-14 - 2011-08-20,+20%
2011-08-21 - 2011-08-27,+9%
2011-08-28 - 2011-09-03,+9%
2011-09-04 - 2011-09-10,+13%
2011-09-11 - 2011-09-17,+15%
2011-09-18 - 2011-09-24,+10%
2011-09-25 - 2011-10-01,+13%
2011-10-02 - 2011-10-08,+15%
2011-10-09 - 2011-10-15,+15%
2011-10-16 - 2011-10-22,+14%
2011-10-23 - 2011-10-29,+15%
2011-10-30 - 2011-11-05,+15%
2011-11-06 - 2011-11-12,+13%
2011-11-13 - 2011-11-19,+10%
2011-11-20 - 2011-11-26,-4%
2011-11-27 - 2011-12-03,-3%
2011-12-04 - 2011-12-10,+10%
2011-12-11 - 2011-12-17,+6%
2011-12-18 - 2011-12-24,+5%
2011-12-25 - 2011-12-31,-1%



Top searches
dog,100
cat,35
dogs,25
fish,25
aquarium,20
dog food,15
birds,10
fish tank,10
frontline,10
cats,10
angry birds,10
puppy,10
horse,5
puppies,5
kennel,5
dog crate,5
rabbit,5
dog bed,5
frontline plus,5
litter box,5



Rising searches
angry birds,Breakout
angry birds game,Breakout
birds,+450%
puppies for sale,+120%
diatomaceous earth,+80%
petsmart,+80%
blue buffalo,+70%
petco,+70%
cat tree,+60%
puppies,+60%



