Google Shopping interest
United States; 2008

Interest over time
Week,Law & Government
2008-01-06 - 2008-01-12,+0%
2008-01-13 - 2008-01-19,+3%
2008-01-20 - 2008-01-26,-7%
2008-01-27 - 2008-02-02,+0%
2008-02-03 - 2008-02-09,-11%
2008-02-10 - 2008-02-16,-7%
2008-02-17 - 2008-02-23,-6%
2008-02-24 - 2008-03-01,-3%
2008-03-02 - 2008-03-08,-11%
2008-03-09 - 2008-03-15,-12%
2008-03-16 - 2008-03-22,-16%
2008-03-23 - 2008-03-29,-13%
2008-03-30 - 2008-04-05,-9%
2008-04-06 - 2008-04-12,-9%
2008-04-13 - 2008-04-19,-18%
2008-04-20 - 2008-04-26,-18%
2008-04-27 - 2008-05-03,-20%
2008-05-04 - 2008-05-10,-20%
2008-05-11 - 2008-05-17,-24%
2008-05-18 - 2008-05-24,-23%
2008-05-25 - 2008-05-31,-24%
2008-06-01 - 2008-06-07,-21%
2008-06-08 - 2008-06-14,-20%
2008-06-15 - 2008-06-21,-21%
2008-06-22 - 2008-06-28,-21%
2008-06-29 - 2008-07-05,-20%
2008-07-06 - 2008-07-12,-20%
2008-07-13 - 2008-07-19,-22%
2008-07-20 - 2008-07-26,-24%
2008-07-27 - 2008-08-02,-21%
2008-08-03 - 2008-08-09,-16%
2008-08-10 - 2008-08-16,-22%
2008-08-17 - 2008-08-23,-15%
2008-08-24 - 2008-08-30,-15%
2008-08-31 - 2008-09-06,-18%
2008-09-07 - 2008-09-13,-18%
2008-09-14 - 2008-09-20,-18%
2008-09-21 - 2008-09-27,-14%
2008-09-28 - 2008-10-04,-15%
2008-10-05 - 2008-10-11,-18%
2008-10-12 - 2008-10-18,-14%
2008-10-19 - 2008-10-25,-16%
2008-10-26 - 2008-11-01,-12%
2008-11-02 - 2008-11-08,-10%
2008-11-09 - 2008-11-15,-21%
2008-11-16 - 2008-11-22,-20%
2008-11-23 - 2008-11-29,-34%
2008-11-30 - 2008-12-06,-31%
2008-12-07 - 2008-12-13,-31%
2008-12-14 - 2008-12-20,-26%
2008-12-21 - 2008-12-27,-36%
2008-12-28 - 2009-01-03,-32%



Top searches
police,100
army,70
security camera,65
insulation,60
taser,55
remington 700,55
surveillance,55
obama,45
home security,30
baton,30
pepper spray,30
security system,30
safes,30
fleur de lis,25
fire extinguisher,25
firefighter,25
smoke detector,20
security cameras,20
barack obama,20
police scanner,20



Rising searches
barack obama,Breakout
obama,Breakout
toro,+120%
safes,+90%
surveillance,+80%
surveillance camera,+80%
home security,+70%
security camera,+70%
5.11,+60%
security systems,+60%



