News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Real Estate
2011-06-19 - 2011-06-25,+60%
2011-06-26 - 2011-07-02,+76%
2011-07-03 - 2011-07-09,+74%
2011-07-10 - 2011-07-16,+64%
2011-07-17 - 2011-07-23,+86%
2011-07-24 - 2011-07-30,+69%
2011-07-31 - 2011-08-06,+86%
2011-08-07 - 2011-08-13,+76%
2011-08-14 - 2011-08-20,+88%
2011-08-21 - 2011-08-27,+76%
2011-08-28 - 2011-09-03,+98%
2011-09-04 - 2011-09-10,+55%
2011-09-11 - 2011-09-17,+52%
2011-09-18 - 2011-09-24,+52%
2011-09-25 - 2011-10-01,+55%
2011-10-02 - 2011-10-08,+48%
2011-10-09 - 2011-10-15,+79%
2011-10-16 - 2011-10-22,+81%
2011-10-23 - 2011-10-29,+83%
2011-10-30 - 2011-11-05,+79%
2011-11-06 - 2011-11-12,+52%
2011-11-13 - 2011-11-19,+83%
2011-11-20 - 2011-11-26,+67%
2011-11-27 - 2011-12-03,+67%
2011-12-04 - 2011-12-10,+48%
2011-12-11 - 2011-12-17,+50%
2011-12-18 - 2011-12-24,+52%
2011-12-25 - 2011-12-31,+69%
2012-01-01 - 2012-01-07,+69%
2012-01-08 - 2012-01-14,+64%
2012-01-15 - 2012-01-21,+57%
2012-01-22 - 2012-01-28,+74%
2012-01-29 - 2012-02-04,+79%
2012-02-05 - 2012-02-11,+64%
2012-02-12 - 2012-02-18,+48%
2012-02-19 - 2012-02-25,+83%
2012-02-26 - 2012-03-03,+57%
2012-03-04 - 2012-03-10,+69%
2012-03-11 - 2012-03-17,+69%
2012-03-18 - 2012-03-24,+110%
2012-03-25 - 2012-03-31,+129%
2012-04-01 - 2012-04-07,+83%
2012-04-08 - 2012-04-14,+105%
2012-04-15 - 2012-04-21,+76%
2012-04-22 - 2012-04-28,+69%
2012-04-29 - 2012-05-05,+81%
2012-05-06 - 2012-05-12,+67%
2012-05-13 - 2012-05-19,+71%
2012-05-20 - 2012-05-26,+90%
2012-05-27 - 2012-06-02,+114%
2012-06-03 - 2012-06-09,+67%
2012-06-10 - 2012-06-16,+79%
2012-06-17 - 2012-06-23,+83%
2012-06-24 - 2012-06-30,+98%
2012-07-01 - 2012-07-07,+71%
2012-07-08 - 2012-07-14,+71%
2012-07-15 - 2012-07-21,+69%
2012-07-22 - 2012-07-28,+60%
2012-07-29 - 2012-08-04,+48%
2012-08-05 - 2012-08-11,+52%
2012-08-12 - 2012-08-18,+69%
2012-08-19 - 2012-08-25,+62%
2012-08-26 - 2012-09-01,+64%
2012-09-02 - 2012-09-08,+50%
2012-09-09 - 2012-09-15,+40%
2012-09-16 - 2012-09-22,+50%
2012-09-23 - 2012-09-29,+45%
2012-09-30 - 2012-10-06,+33%
2012-10-07 - 2012-10-13,+40%
2012-10-14 - 2012-10-20,+38%
2012-10-21 - 2012-10-27,+31%
2012-10-28 - 2012-11-03,+110%
2012-11-04 - 2012-11-10,+76%
2012-11-11 - 2012-11-17,+19%
2012-11-18 - 2012-11-24,+17%
2012-11-25 - 2012-12-01,+26%
2012-12-02 - 2012-12-08,+17%
2012-12-09 - 2012-12-15,+38%
2012-12-16 - 2012-12-22,+93%
2012-12-23 - 2012-12-29,+50%
2012-12-30 - 2013-01-05,+50%
2013-01-06 - 2013-01-12,+48%
2013-01-13 - 2013-01-19,+71%
2013-01-20 - 2013-01-26,+67%
2013-01-27 - 2013-02-02,+45%
2013-02-03 - 2013-02-09,+38%
2013-02-10 - 2013-02-16,+45%
2013-02-17 - 2013-02-23,+62%
2013-02-24 - 2013-03-02,+48%
2013-03-03 - 2013-03-09,+57%
2013-03-10 - 2013-03-16,+43%
2013-03-17 - 2013-03-23,+60%
2013-03-24 - 2013-03-30,+67%
2013-03-31 - 2013-04-06,+52%
2013-04-07 - 2013-04-13,+45%
2013-04-14 - 2013-04-20,+17%
2013-04-21 - 2013-04-27,+38%
2013-04-28 - 2013-05-04,+60%
2013-05-05 - 2013-05-11,+50%
2013-05-12 - 2013-05-18,+52%
2013-05-19 - 2013-05-25,+52%
2013-05-26 - 2013-06-01,+69%
2013-06-02 - 2013-06-08,+48%
2013-06-09 - 2013-06-15,+50%
2013-06-16 - 2013-06-22,+57%
2013-06-23 - 2013-06-29,+52%
2013-06-30 - 2013-07-06,+57%
2013-07-07 - 2013-07-13,+62%
2013-07-14 - 2013-07-20,+81%
2013-07-21 - 2013-07-27,+69%
2013-07-28 - 2013-08-03,+88%
2013-08-04 - 2013-08-10,+69%
2013-08-11 - 2013-08-17,+71%
2013-08-18 - 2013-08-24,+74%
2013-08-25 - 2013-08-31,+60%
2013-09-01 - 2013-09-07,+64%
2013-09-08 - 2013-09-14,+76%
2013-09-15 - 2013-09-21,+52%
2013-09-22 - 2013-09-28,+55%
2013-09-29 - 2013-10-05,+62%
2013-10-06 - 2013-10-12,+57%
2013-10-13 - 2013-10-19,+64%
2013-10-20 - 2013-10-26,+67%
2013-10-27 - 2013-11-02,+50%
2013-11-03 - 2013-11-09,+52%
2013-11-10 - 2013-11-16,+57%
2013-11-17 - 2013-11-23,+45%
2013-11-24 - 2013-11-30,+40%
2013-12-01 - 2013-12-07,+33%
2013-12-08 - 2013-12-14,+38%
2013-12-15 - 2013-12-21,+36%
2013-12-22 - 2013-12-28,+43%
2013-12-29 - 2014-01-04,+52%
2014-01-05 - 2014-01-11,+57%
2014-01-12 - 2014-01-18,+67%
2014-01-19 - 2014-01-25,+62%
2014-01-26 - 2014-02-01,+64%
2014-02-02 - 2014-02-08,+50%
2014-02-09 - 2014-02-15,+62%
2014-02-16 - 2014-02-22,+71%
2014-02-23 - 2014-03-01,+71%
2014-03-02 - 2014-03-08,+57%
2014-03-09 - 2014-03-15,+52%
2014-03-16 - 2014-03-22,+57%
2014-03-23 - 2014-03-29,+52%
2014-03-30 - 2014-04-05,+55%
2014-04-06 - 2014-04-12,+55%
2014-04-13 - 2014-04-19,+69%
2014-04-20 - 2014-04-26,+71%
2014-04-27 - 2014-05-03,+79%
2014-05-04 - 2014-05-10,+69%
2014-05-11 - 2014-05-17,+60%
2014-05-18 - 2014-05-24,+69%
2014-05-25 - 2014-05-31,+71%
2014-06-01 - 2014-06-07,+71%
2014-06-08 - 2014-06-14,+67%
2014-06-15 - 2014-06-21,+67%
2014-06-22 - 2014-06-28,+57%
2014-06-29 - 2014-07-05,+69%
2014-07-06 - 2014-07-12,+60%
2014-07-13 - 2014-07-19,+67%
2014-07-20 - 2014-07-26,+88%
2014-07-27 - 2014-08-02,+100%
2014-08-03 - 2014-08-09,+71%
2014-08-10 - 2014-08-16,+48%
2014-08-17 - 2014-08-23,+55%
2014-08-24 - 2014-08-30,+50%
2014-08-31 - 2014-09-06,+40%
2014-09-07 - 2014-09-13,+40%
2014-09-14 - 2014-09-20,+50%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
real,100
real estate,95
florida,85
housing,60
homes,45
apartments,45
rent,45
house,40
home,35
houses,25
property,25
housing market,20
zillow,20
orlando,15
tulsa,15
homes for sale,15
apartment,15
sandy hook,15
mls,10
occupy,10



Rising searches
houses for rent,Breakout
jersey shore,Breakout
occupy,Breakout
occupy occupy,Breakout
sandy hook,Breakout
apartments,+250%
rent,+250%
homes for sale,+200%
zillow,+180%
houses,+90%



