News Search interest
United States; 2012

Interest over time
Week,Real Estate
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-4%
2012-01-15 - 2012-01-21,-11%
2012-01-22 - 2012-01-28,+1%
2012-01-29 - 2012-02-04,+7%
2012-02-05 - 2012-02-11,-4%
2012-02-12 - 2012-02-18,-11%
2012-02-19 - 2012-02-25,+5%
2012-02-26 - 2012-03-03,-5%
2012-03-04 - 2012-03-10,+0%
2012-03-11 - 2012-03-17,-3%
2012-03-18 - 2012-03-24,+23%
2012-03-25 - 2012-03-31,+37%
2012-04-01 - 2012-04-07,+11%
2012-04-08 - 2012-04-14,+19%
2012-04-15 - 2012-04-21,+5%
2012-04-22 - 2012-04-28,+1%
2012-04-29 - 2012-05-05,+11%
2012-05-06 - 2012-05-12,-4%
2012-05-13 - 2012-05-19,+1%
2012-05-20 - 2012-05-26,+11%
2012-05-27 - 2012-06-02,+27%
2012-06-03 - 2012-06-09,-3%
2012-06-10 - 2012-06-16,+5%
2012-06-17 - 2012-06-23,+7%
2012-06-24 - 2012-06-30,+15%
2012-07-01 - 2012-07-07,+0%
2012-07-08 - 2012-07-14,+4%
2012-07-15 - 2012-07-21,+1%
2012-07-22 - 2012-07-28,-5%
2012-07-29 - 2012-08-04,-14%
2012-08-05 - 2012-08-11,-8%
2012-08-12 - 2012-08-18,-1%
2012-08-19 - 2012-08-25,-3%
2012-08-26 - 2012-09-01,-4%
2012-09-02 - 2012-09-08,-14%
2012-09-09 - 2012-09-15,-18%
2012-09-16 - 2012-09-22,-11%
2012-09-23 - 2012-09-29,-14%
2012-09-30 - 2012-10-06,-21%
2012-10-07 - 2012-10-13,-15%
2012-10-14 - 2012-10-20,-18%
2012-10-21 - 2012-10-27,-23%
2012-10-28 - 2012-11-03,+23%
2012-11-04 - 2012-11-10,+4%
2012-11-11 - 2012-11-17,-29%
2012-11-18 - 2012-11-24,-30%
2012-11-25 - 2012-12-01,-25%
2012-12-02 - 2012-12-08,-30%
2012-12-09 - 2012-12-15,-19%
2012-12-16 - 2012-12-22,+14%
2012-12-23 - 2012-12-29,-12%
2012-12-30 - 2013-01-05,-11%



Top searches
florida,100
real,100
real estate,95
housing,60
house,45
apartments,40
homes,40
rent,35
sandy hook,35
home,30
property,25
tulsa,20
housing market,20
apartment,15
zillow,15
orlando,15
jersey shore,15
occupy,15
trayvon martin,15
homes for sale,15



Rising searches
florida polls,Breakout
florida zombie,Breakout
sandy hook,Breakout
sandy hook elementary,Breakout
sandy hook shooting,Breakout
trayvon martin,Breakout
trayvon martin case,Breakout
seaside heights,+550%
david wilson,+400%
flordia,+90%



