Web Search interest
United States; 2011

Interest over time
Week,Science
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,+6%
2011-01-16 - 2011-01-22,+8%
2011-01-23 - 2011-01-29,+17%
2011-01-30 - 2011-02-05,+15%
2011-02-06 - 2011-02-12,+17%
2011-02-13 - 2011-02-19,+23%
2011-02-20 - 2011-02-26,+17%
2011-02-27 - 2011-03-05,+23%
2011-03-06 - 2011-03-12,+21%
2011-03-13 - 2011-03-19,+21%
2011-03-20 - 2011-03-26,+21%
2011-03-27 - 2011-04-02,+17%
2011-04-03 - 2011-04-09,+19%
2011-04-10 - 2011-04-16,+19%
2011-04-17 - 2011-04-23,+19%
2011-04-24 - 2011-04-30,+15%
2011-05-01 - 2011-05-07,+17%
2011-05-08 - 2011-05-14,+19%
2011-05-15 - 2011-05-21,+25%
2011-05-22 - 2011-05-28,+26%
2011-05-29 - 2011-06-04,+19%
2011-06-05 - 2011-06-11,+23%
2011-06-12 - 2011-06-18,+15%
2011-06-19 - 2011-06-25,+6%
2011-06-26 - 2011-07-02,+6%
2011-07-03 - 2011-07-09,-2%
2011-07-10 - 2011-07-16,+2%
2011-07-17 - 2011-07-23,+4%
2011-07-24 - 2011-07-30,+2%
2011-07-31 - 2011-08-06,+0%
2011-08-07 - 2011-08-13,+4%
2011-08-14 - 2011-08-20,+8%
2011-08-21 - 2011-08-27,+23%
2011-08-28 - 2011-09-03,+30%
2011-09-04 - 2011-09-10,+36%
2011-09-11 - 2011-09-17,+45%
2011-09-18 - 2011-09-24,+49%
2011-09-25 - 2011-10-01,+51%
2011-10-02 - 2011-10-08,+89%
2011-10-09 - 2011-10-15,+45%
2011-10-16 - 2011-10-22,+51%
2011-10-23 - 2011-10-29,+49%
2011-10-30 - 2011-11-05,+45%
2011-11-06 - 2011-11-12,+49%
2011-11-13 - 2011-11-19,+43%
2011-11-20 - 2011-11-26,+8%
2011-11-27 - 2011-12-03,+43%
2011-12-04 - 2011-12-10,+51%
2011-12-11 - 2011-12-17,+36%
2011-12-18 - 2011-12-24,-2%
2011-12-25 - 2011-12-31,-23%



Top searches
math,100
science,65
java,50
windows 7,45
steve jobs,40
moon,30
physics,30
periodic table,30
chemistry,25
engineering,25
biology,20
brain,20
dna,20
jquery,20
algebra,20
fractions,20
javascript,20
multiplication,15
coolmath,15
cool math,15



Rising searches
windows 7,+1,650%
rift,+900%
steve jobs,+800%
qr code,+300%
java,+250%
php,+180%
javascript,+170%
.net,+110%
cool math,+70%
wolfram alpha,+70%



