News Search interest
United States; 2011

Interest over time
Week,Sports
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,-16%
2011-01-16 - 2011-01-22,-19%
2011-01-23 - 2011-01-29,-15%
2011-01-30 - 2011-02-05,-20%
2011-02-06 - 2011-02-12,-11%
2011-02-13 - 2011-02-19,-33%
2011-02-20 - 2011-02-26,-21%
2011-02-27 - 2011-03-05,-31%
2011-03-06 - 2011-03-12,-34%
2011-03-13 - 2011-03-19,-26%
2011-03-20 - 2011-03-26,-25%
2011-03-27 - 2011-04-02,-16%
2011-04-03 - 2011-04-09,-22%
2011-04-10 - 2011-04-16,-27%
2011-04-17 - 2011-04-23,-28%
2011-04-24 - 2011-04-30,-20%
2011-05-01 - 2011-05-07,-35%
2011-05-08 - 2011-05-14,-19%
2011-05-15 - 2011-05-21,-32%
2011-05-22 - 2011-05-28,-31%
2011-05-29 - 2011-06-04,-22%
2011-06-05 - 2011-06-11,-22%
2011-06-12 - 2011-06-18,-18%
2011-06-19 - 2011-06-25,-8%
2011-06-26 - 2011-07-02,-21%
2011-07-03 - 2011-07-09,-26%
2011-07-10 - 2011-07-16,-20%
2011-07-17 - 2011-07-23,-28%
2011-07-24 - 2011-07-30,-4%
2011-07-31 - 2011-08-06,-12%
2011-08-07 - 2011-08-13,-22%
2011-08-14 - 2011-08-20,-21%
2011-08-21 - 2011-08-27,-34%
2011-08-28 - 2011-09-03,-18%
2011-09-04 - 2011-09-10,-9%
2011-09-11 - 2011-09-17,-15%
2011-09-18 - 2011-09-24,-12%
2011-09-25 - 2011-10-01,-16%
2011-10-02 - 2011-10-08,-26%
2011-10-09 - 2011-10-15,-21%
2011-10-16 - 2011-10-22,-20%
2011-10-23 - 2011-10-29,-19%
2011-10-30 - 2011-11-05,-26%
2011-11-06 - 2011-11-12,-7%
2011-11-13 - 2011-11-19,-2%
2011-11-20 - 2011-11-26,+0%
2011-11-27 - 2011-12-03,-4%
2011-12-04 - 2011-12-10,+18%
2011-12-11 - 2011-12-17,+9%
2011-12-18 - 2011-12-24,-5%
2011-12-25 - 2011-12-31,-6%



Top searches
football,100
nfl,60
basketball,45
nba,40
espn,25
ncaa,20
wwe,20
ufc,20
pacquiao,15
lakers,15
baseball,15
packers,15
sports,15
penn state,15
soccer,15
tebow,15
giants,15
steelers,10
patriots,10
yankees,10



Rising searches
penn state,+700%
nba,+150%
espn,+130%
packers,+130%
wwe,+130%
ncaa,+100%
baseball,+80%
nfl,+80%
football,+70%
soccer,+60%



