News Search interest
United States; 2010

Interest over time
Week,Science
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,+17%
2010-01-17 - 2010-01-23,+0%
2010-01-24 - 2010-01-30,+35%
2010-01-31 - 2010-02-06,+9%
2010-02-07 - 2010-02-13,-2%
2010-02-14 - 2010-02-20,+11%
2010-02-21 - 2010-02-27,+50%
2010-02-28 - 2010-03-06,+39%
2010-03-07 - 2010-03-13,+9%
2010-03-14 - 2010-03-20,+17%
2010-03-21 - 2010-03-27,+13%
2010-03-28 - 2010-04-03,+33%
2010-04-04 - 2010-04-10,+43%
2010-04-11 - 2010-04-17,+50%
2010-04-18 - 2010-04-24,+43%
2010-04-25 - 2010-05-01,+70%
2010-05-02 - 2010-05-08,+2%
2010-05-09 - 2010-05-15,+13%
2010-05-16 - 2010-05-22,+15%
2010-05-23 - 2010-05-29,+2%
2010-05-30 - 2010-06-05,+98%
2010-06-06 - 2010-06-12,+46%
2010-06-13 - 2010-06-19,-7%
2010-06-20 - 2010-06-26,-7%
2010-06-27 - 2010-07-03,-4%
2010-07-04 - 2010-07-10,-9%
2010-07-11 - 2010-07-17,+17%
2010-07-18 - 2010-07-24,+7%
2010-07-25 - 2010-07-31,-7%
2010-08-01 - 2010-08-07,+37%
2010-08-08 - 2010-08-14,+37%
2010-08-15 - 2010-08-21,+13%
2010-08-22 - 2010-08-28,+9%
2010-08-29 - 2010-09-04,+26%
2010-09-05 - 2010-09-11,+39%
2010-09-12 - 2010-09-18,+24%
2010-09-19 - 2010-09-25,+46%
2010-09-26 - 2010-10-02,+28%
2010-10-03 - 2010-10-09,+22%
2010-10-10 - 2010-10-16,+24%
2010-10-17 - 2010-10-23,+17%
2010-10-24 - 2010-10-30,+17%
2010-10-31 - 2010-11-06,+0%
2010-11-07 - 2010-11-13,+11%
2010-11-14 - 2010-11-20,+37%
2010-11-21 - 2010-11-27,-2%
2010-11-28 - 2010-12-04,+20%
2010-12-05 - 2010-12-11,+13%
2010-12-12 - 2010-12-18,+24%
2010-12-19 - 2010-12-25,+117%
2010-12-26 - 2011-01-01,-4%



Top searches
climate,100
global warming,90
steve jobs,85
climate change,75
science,65
sinkhole,55
hawking,50
droid,50
android,50
eclipse,50
solar,45
stephen hawking,40
meteor,40
environmental,35
killer whale,35
eclipse lunar,35
environment,30
collider,30
hadron,30
bed bugs,30



Rising searches
killer whale,+3,650%
sinkhole,+1,600%
droid,+950%
android,+850%
archaeology,+400%
stephen hawking,+400%
eclipse lunar,+300%
hawking,+300%
bed bugs,+190%
astronomy,+140%



