Image Search interest
United States; 2012

Interest over time
Week,News
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-8%
2012-01-15 - 2012-01-21,-7%
2012-01-22 - 2012-01-28,-8%
2012-01-29 - 2012-02-04,-12%
2012-02-05 - 2012-02-11,-12%
2012-02-12 - 2012-02-18,-15%
2012-02-19 - 2012-02-25,-15%
2012-02-26 - 2012-03-03,-13%
2012-03-04 - 2012-03-10,-16%
2012-03-11 - 2012-03-17,-18%
2012-03-18 - 2012-03-24,-22%
2012-03-25 - 2012-03-31,-18%
2012-04-01 - 2012-04-07,-16%
2012-04-08 - 2012-04-14,-15%
2012-04-15 - 2012-04-21,-18%
2012-04-22 - 2012-04-28,-21%
2012-04-29 - 2012-05-05,-20%
2012-05-06 - 2012-05-12,-20%
2012-05-13 - 2012-05-19,-24%
2012-05-20 - 2012-05-26,-19%
2012-05-27 - 2012-06-02,-20%
2012-06-03 - 2012-06-09,-14%
2012-06-10 - 2012-06-16,-9%
2012-06-17 - 2012-06-23,-12%
2012-06-24 - 2012-06-30,-7%
2012-07-01 - 2012-07-07,-2%
2012-07-08 - 2012-07-14,-8%
2012-07-15 - 2012-07-21,-8%
2012-07-22 - 2012-07-28,-6%
2012-07-29 - 2012-08-04,-11%
2012-08-05 - 2012-08-11,-14%
2012-08-12 - 2012-08-18,+1%
2012-08-19 - 2012-08-25,-11%
2012-08-26 - 2012-09-01,-11%
2012-09-02 - 2012-09-08,-11%
2012-09-09 - 2012-09-15,-1%
2012-09-16 - 2012-09-22,+5%
2012-09-23 - 2012-09-29,-16%
2012-09-30 - 2012-10-06,-13%
2012-10-07 - 2012-10-13,-12%
2012-10-14 - 2012-10-20,-11%
2012-10-21 - 2012-10-27,-13%
2012-10-28 - 2012-11-03,-13%
2012-11-04 - 2012-11-10,+18%
2012-11-11 - 2012-11-17,-15%
2012-11-18 - 2012-11-24,-18%
2012-11-25 - 2012-12-01,-16%
2012-12-02 - 2012-12-08,-20%
2012-12-09 - 2012-12-15,-14%
2012-12-16 - 2012-12-22,-18%
2012-12-23 - 2012-12-29,-14%
2012-12-30 - 2013-01-05,-6%



Top searches
kardashian,100
miley cyrus,85
kim kardashian,70
romney,40
obama,40
kate middleton,30
news,25
weather,25
vanessa hudgens,25
jessica simpson,20
zac efron,20
lindsay lohan,20
anne hathaway,20
mitt romney,20
taylor lautner,20
megan fox,20
jennifer aniston,20
celebrities,20
ryan gosling,20
mila kunis,20



Rising searches
kim kardashian 2012,Breakout
miley cyrus 2012,Breakout
romney,+1,300%
mitt romney,+900%
miley cyrus hair,+400%
obama,+120%
ian somerhalder,+90%
kate beckinsale,+60%
kylie jenner,+60%
amanda bynes,+50%



