News Search interest
United States; 2011

Interest over time
Week,Pets & Animals
2011-01-02 - 2011-01-08,+0%
2011-01-09 - 2011-01-15,-60%
2011-01-16 - 2011-01-22,-65%
2011-01-23 - 2011-01-29,-69%
2011-01-30 - 2011-02-05,-71%
2011-02-06 - 2011-02-12,-70%
2011-02-13 - 2011-02-19,-55%
2011-02-20 - 2011-02-26,-70%
2011-02-27 - 2011-03-05,-71%
2011-03-06 - 2011-03-12,-74%
2011-03-13 - 2011-03-19,-71%
2011-03-20 - 2011-03-26,-64%
2011-03-27 - 2011-04-02,-56%
2011-04-03 - 2011-04-09,-65%
2011-04-10 - 2011-04-16,-68%
2011-04-17 - 2011-04-23,-67%
2011-04-24 - 2011-04-30,-72%
2011-05-01 - 2011-05-07,-72%
2011-05-08 - 2011-05-14,-68%
2011-05-15 - 2011-05-21,-69%
2011-05-22 - 2011-05-28,-71%
2011-05-29 - 2011-06-04,-56%
2011-06-05 - 2011-06-11,-43%
2011-06-12 - 2011-06-18,-55%
2011-06-19 - 2011-06-25,-68%
2011-06-26 - 2011-07-02,-67%
2011-07-03 - 2011-07-09,-67%
2011-07-10 - 2011-07-16,-66%
2011-07-17 - 2011-07-23,-64%
2011-07-24 - 2011-07-30,-67%
2011-07-31 - 2011-08-06,-67%
2011-08-07 - 2011-08-13,-72%
2011-08-14 - 2011-08-20,-64%
2011-08-21 - 2011-08-27,-73%
2011-08-28 - 2011-09-03,-70%
2011-09-04 - 2011-09-10,-63%
2011-09-11 - 2011-09-17,-68%
2011-09-18 - 2011-09-24,-70%
2011-09-25 - 2011-10-01,-69%
2011-10-02 - 2011-10-08,-69%
2011-10-09 - 2011-10-15,-67%
2011-10-16 - 2011-10-22,-56%
2011-10-23 - 2011-10-29,-65%
2011-10-30 - 2011-11-05,-65%
2011-11-06 - 2011-11-12,-71%
2011-11-13 - 2011-11-19,-68%
2011-11-20 - 2011-11-26,-66%
2011-11-27 - 2011-12-03,-62%
2011-12-04 - 2011-12-10,-69%
2011-12-11 - 2011-12-17,-67%
2011-12-18 - 2011-12-24,-68%
2011-12-25 - 2011-12-31,-60%



Top searches
birds,100
dog,95
weiner,35
animal,35
dogs,30
zoo,30
angry birds,30
fish,30
cat,30
lion,25
shark,20
dead birds,20
animals,20
horse,20
pet,20
bird,15
tiger,15
cats,15
bears,15
puppy,10



Rising searches
birds fish,Breakout
dead birds,Breakout
weiner,+3,550%
birds,+600%
angry birds,+350%
crocodile,+130%
fish,+100%
animals,+90%
lion,+90%
pitbull,+90%



