Web Search interest
United States; 2006

Interest over time
Week,Law & Government
2006-01-01 - 2006-01-07,+0%
2006-01-08 - 2006-01-14,+7%
2006-01-15 - 2006-01-21,+7%
2006-01-22 - 2006-01-28,+14%
2006-01-29 - 2006-02-04,+17%
2006-02-05 - 2006-02-11,+12%
2006-02-12 - 2006-02-18,+8%
2006-02-19 - 2006-02-25,+8%
2006-02-26 - 2006-03-04,+14%
2006-03-05 - 2006-03-11,+12%
2006-03-12 - 2006-03-18,+11%
2006-03-19 - 2006-03-25,+12%
2006-03-26 - 2006-04-01,+16%
2006-04-02 - 2006-04-08,+14%
2006-04-09 - 2006-04-15,+13%
2006-04-16 - 2006-04-22,+10%
2006-04-23 - 2006-04-29,+17%
2006-04-30 - 2006-05-06,+14%
2006-05-07 - 2006-05-13,+11%
2006-05-14 - 2006-05-20,+14%
2006-05-21 - 2006-05-27,+12%
2006-05-28 - 2006-06-03,+8%
2006-06-04 - 2006-06-10,+11%
2006-06-11 - 2006-06-17,+8%
2006-06-18 - 2006-06-24,+8%
2006-06-25 - 2006-07-01,+5%
2006-07-02 - 2006-07-08,+1%
2006-07-09 - 2006-07-15,+10%
2006-07-16 - 2006-07-22,+6%
2006-07-23 - 2006-07-29,+5%
2006-07-30 - 2006-08-05,+5%
2006-08-06 - 2006-08-12,+4%
2006-08-13 - 2006-08-19,+8%
2006-08-20 - 2006-08-26,+4%
2006-08-27 - 2006-09-02,+2%
2006-09-03 - 2006-09-09,+4%
2006-09-10 - 2006-09-16,+10%
2006-09-17 - 2006-09-23,+13%
2006-09-24 - 2006-09-30,+12%
2006-10-01 - 2006-10-07,+13%
2006-10-08 - 2006-10-14,+10%
2006-10-15 - 2006-10-21,+10%
2006-10-22 - 2006-10-28,+14%
2006-10-29 - 2006-11-04,+12%
2006-11-05 - 2006-11-11,+20%
2006-11-12 - 2006-11-18,+12%
2006-11-19 - 2006-11-25,-7%
2006-11-26 - 2006-12-02,+5%
2006-12-03 - 2006-12-09,+6%
2006-12-10 - 2006-12-16,+5%
2006-12-17 - 2006-12-23,-7%
2006-12-24 - 2006-12-30,-14%
2006-12-31 - 2007-01-06,+1%



Top searches
mapquest,100
police,30
map quest,30
army,20
navy,15
government,15
fire,15
immigration,15
act,15
passport,10
air force,10
bush,10
visa,10
maps,10
unemployment,10
driving directions,10
senate,10
supreme court,5
lawyer,5
constitution,5



Rising searches
marie antoinette,+350%
rbd,+250%
barack obama,+180%
obama,+170%
illegal immigration,+150%
visa bulletin,+150%
illegal immigrants,+100%
rebelde,+100%
border patrol,+60%
navy advancement,+60%



