Web Search interest
United States; 2009

Interest over time
Week,Books & Literature
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+4%
2009-01-18 - 2009-01-24,+4%
2009-01-25 - 2009-01-31,+5%
2009-02-01 - 2009-02-07,+6%
2009-02-08 - 2009-02-14,+12%
2009-02-15 - 2009-02-21,+4%
2009-02-22 - 2009-02-28,+11%
2009-03-01 - 2009-03-07,+15%
2009-03-08 - 2009-03-14,+11%
2009-03-15 - 2009-03-21,+7%
2009-03-22 - 2009-03-28,+11%
2009-03-29 - 2009-04-04,+14%
2009-04-05 - 2009-04-11,+5%
2009-04-12 - 2009-04-18,+6%
2009-04-19 - 2009-04-25,+17%
2009-04-26 - 2009-05-02,+16%
2009-05-03 - 2009-05-09,+15%
2009-05-10 - 2009-05-16,+9%
2009-05-17 - 2009-05-23,+6%
2009-05-24 - 2009-05-30,+0%
2009-05-31 - 2009-06-06,-4%
2009-06-07 - 2009-06-13,-7%
2009-06-14 - 2009-06-20,-15%
2009-06-21 - 2009-06-27,-17%
2009-06-28 - 2009-07-04,-16%
2009-07-05 - 2009-07-11,-14%
2009-07-12 - 2009-07-18,-9%
2009-07-19 - 2009-07-25,-9%
2009-07-26 - 2009-08-01,-11%
2009-08-02 - 2009-08-08,-15%
2009-08-09 - 2009-08-15,-16%
2009-08-16 - 2009-08-22,-10%
2009-08-23 - 2009-08-29,-4%
2009-08-30 - 2009-09-05,+2%
2009-09-06 - 2009-09-12,+5%
2009-09-13 - 2009-09-19,+15%
2009-09-20 - 2009-09-26,+14%
2009-09-27 - 2009-10-03,+11%
2009-10-04 - 2009-10-10,+12%
2009-10-11 - 2009-10-17,+12%
2009-10-18 - 2009-10-24,+20%
2009-10-25 - 2009-10-31,+17%
2009-11-01 - 2009-11-07,+17%
2009-11-08 - 2009-11-14,+17%
2009-11-15 - 2009-11-21,+19%
2009-11-22 - 2009-11-28,+11%
2009-11-29 - 2009-12-05,+22%
2009-12-06 - 2009-12-12,+23%
2009-12-13 - 2009-12-19,+17%
2009-12-20 - 2009-12-26,-10%
2009-12-27 - 2010-01-02,-11%



Top searches
quotes,100
book,40
books,40
poems,20
poem,15
mla,15
love quotes,10
harry potter,10
citation,10
apa,10
sparknotes,10
frases,10
barnes,10
poetry,10
life quotes,5
amor,5
famous quotes,5
sayings,5
funny quotes,5
shakespeare,5



Rising searches
amazon.com books,+400%
amazon.com,+250%
quotes about life,+250%
life quotes,+110%
alice in wonderland,+100%
frases,+90%
amor,+70%
sayings,+70%
funny quotes,+50%
inspirational quotes,+40%



