Web Search interest
United States; 2007

Interest over time
Week,Travel
2007-01-07 - 2007-01-13,+0%
2007-01-14 - 2007-01-20,-1%
2007-01-21 - 2007-01-27,-3%
2007-01-28 - 2007-02-03,-8%
2007-02-04 - 2007-02-10,-6%
2007-02-11 - 2007-02-17,-2%
2007-02-18 - 2007-02-24,-3%
2007-02-25 - 2007-03-03,-1%
2007-03-04 - 2007-03-10,+1%
2007-03-11 - 2007-03-17,+3%
2007-03-18 - 2007-03-24,+1%
2007-03-25 - 2007-03-31,+1%
2007-04-01 - 2007-04-07,-1%
2007-04-08 - 2007-04-14,-3%
2007-04-15 - 2007-04-21,-2%
2007-04-22 - 2007-04-28,-6%
2007-04-29 - 2007-05-05,-6%
2007-05-06 - 2007-05-12,+0%
2007-05-13 - 2007-05-19,+0%
2007-05-20 - 2007-05-26,+6%
2007-05-27 - 2007-06-02,+5%
2007-06-03 - 2007-06-09,+9%
2007-06-10 - 2007-06-16,+10%
2007-06-17 - 2007-06-23,+14%
2007-06-24 - 2007-06-30,+14%
2007-07-01 - 2007-07-07,+15%
2007-07-08 - 2007-07-14,+16%
2007-07-15 - 2007-07-21,+13%
2007-07-22 - 2007-07-28,+8%
2007-07-29 - 2007-08-04,+9%
2007-08-05 - 2007-08-11,+5%
2007-08-12 - 2007-08-18,+2%
2007-08-19 - 2007-08-25,-1%
2007-08-26 - 2007-09-01,-1%
2007-09-02 - 2007-09-08,-12%
2007-09-09 - 2007-09-15,-12%
2007-09-16 - 2007-09-22,-15%
2007-09-23 - 2007-09-29,-13%
2007-09-30 - 2007-10-06,-12%
2007-10-07 - 2007-10-13,-13%
2007-10-14 - 2007-10-20,-14%
2007-10-21 - 2007-10-27,-17%
2007-10-28 - 2007-11-03,-21%
2007-11-04 - 2007-11-10,-19%
2007-11-11 - 2007-11-17,-17%
2007-11-18 - 2007-11-24,-22%
2007-11-25 - 2007-12-01,-24%
2007-12-02 - 2007-12-08,-23%
2007-12-09 - 2007-12-15,-24%
2007-12-16 - 2007-12-22,-16%
2007-12-23 - 2007-12-29,-13%
2007-12-30 - 2008-01-05,-10%



Top searches
airlines,100
hotel,70
hotels,55
beach,40
southwest,35
vegas,35
travel,30
las vegas,30
american,25
car rental,25
southwest airlines,20
united,20
delta,20
flights,20
cruise,20
disney,20
american airlines,20
flight,15
marriott,15
expedia,15



Rising searches
skybus,Breakout
virgin america,+750%
southwest airlines.com,+150%
allegiant air,+110%
virgin airlines,+100%
airtran airways,+90%
virgin,+60%
flight status,+50%
royal caribbean,+50%
spirit airlines,+50%



