News Search interest
United States; 2012

Interest over time
Week,People & Society
2012-01-01 - 2012-01-07,+0%
2012-01-08 - 2012-01-14,-1%
2012-01-15 - 2012-01-21,-10%
2012-01-22 - 2012-01-28,-1%
2012-01-29 - 2012-02-04,+11%
2012-02-05 - 2012-02-11,+6%
2012-02-12 - 2012-02-18,+0%
2012-02-19 - 2012-02-25,+7%
2012-02-26 - 2012-03-03,+5%
2012-03-04 - 2012-03-10,+19%
2012-03-11 - 2012-03-17,+4%
2012-03-18 - 2012-03-24,+6%
2012-03-25 - 2012-03-31,+7%
2012-04-01 - 2012-04-07,+10%
2012-04-08 - 2012-04-14,+7%
2012-04-15 - 2012-04-21,+6%
2012-04-22 - 2012-04-28,+4%
2012-04-29 - 2012-05-05,+4%
2012-05-06 - 2012-05-12,+11%
2012-05-13 - 2012-05-19,+6%
2012-05-20 - 2012-05-26,+8%
2012-05-27 - 2012-06-02,+10%
2012-06-03 - 2012-06-09,+15%
2012-06-10 - 2012-06-16,+7%
2012-06-17 - 2012-06-23,+7%
2012-06-24 - 2012-06-30,+1%
2012-07-01 - 2012-07-07,-2%
2012-07-08 - 2012-07-14,+0%
2012-07-15 - 2012-07-21,-2%
2012-07-22 - 2012-07-28,-6%
2012-07-29 - 2012-08-04,-10%
2012-08-05 - 2012-08-11,-12%
2012-08-12 - 2012-08-18,-8%
2012-08-19 - 2012-08-25,-4%
2012-08-26 - 2012-09-01,-8%
2012-09-02 - 2012-09-08,-2%
2012-09-09 - 2012-09-15,+4%
2012-09-16 - 2012-09-22,+1%
2012-09-23 - 2012-09-29,+2%
2012-09-30 - 2012-10-06,-5%
2012-10-07 - 2012-10-13,-4%
2012-10-14 - 2012-10-20,-7%
2012-10-21 - 2012-10-27,-5%
2012-10-28 - 2012-11-03,-25%
2012-11-04 - 2012-11-10,+2%
2012-11-11 - 2012-11-17,+1%
2012-11-18 - 2012-11-24,-10%
2012-11-25 - 2012-12-01,-2%
2012-12-02 - 2012-12-08,-1%
2012-12-09 - 2012-12-15,-8%
2012-12-16 - 2012-12-22,+10%
2012-12-23 - 2012-12-29,+0%
2012-12-30 - 2013-01-05,-6%



Top searches
2012,100
india,20
marriage,20
ufo,15
pregnant,10
baby,10
zimmerman,10
greece,10
divorce,10
obama,10
economy,10
health care,5
catholic,5
ethiopia,5
immigration,5
iran,5
abortion,5
mormon,5
george zimmerman,5
2012 election,5



Rising searches
broadwell,Breakout
george zimmerman,Breakout
kony 2012,Breakout
paula broadwell,Breakout
zayn malik,+3,050%
zimmerman,+2,750%
december 21,+1,600%
2012 election,+750%
2012,+450%
mayan,+300%



