Google Shopping interest
United States; 2010

Interest over time
Week,Online Communities
2010-01-03 - 2010-01-09,+0%
2010-01-10 - 2010-01-16,+8%
2010-01-17 - 2010-01-23,+0%
2010-01-24 - 2010-01-30,+8%
2010-01-31 - 2010-02-06,+6%
2010-02-07 - 2010-02-13,+11%
2010-02-14 - 2010-02-20,+2%
2010-02-21 - 2010-02-27,+7%
2010-02-28 - 2010-03-06,-1%
2010-03-07 - 2010-03-13,+1%
2010-03-14 - 2010-03-20,+5%
2010-03-21 - 2010-03-27,+12%
2010-03-28 - 2010-04-03,+8%
2010-04-04 - 2010-04-10,+4%
2010-04-11 - 2010-04-17,+12%
2010-04-18 - 2010-04-24,+7%
2010-04-25 - 2010-05-01,+10%
2010-05-02 - 2010-05-08,+8%
2010-05-09 - 2010-05-15,+14%
2010-05-16 - 2010-05-22,+4%
2010-05-23 - 2010-05-29,+15%
2010-05-30 - 2010-06-05,+13%
2010-06-06 - 2010-06-12,+1%
2010-06-13 - 2010-06-19,+5%
2010-06-20 - 2010-06-26,+10%
2010-06-27 - 2010-07-03,+8%
2010-07-04 - 2010-07-10,-1%
2010-07-11 - 2010-07-17,+2%
2010-07-18 - 2010-07-24,+7%
2010-07-25 - 2010-07-31,+7%
2010-08-01 - 2010-08-07,+14%
2010-08-08 - 2010-08-14,+18%
2010-08-15 - 2010-08-21,+17%
2010-08-22 - 2010-08-28,+6%
2010-08-29 - 2010-09-04,-1%
2010-09-05 - 2010-09-11,+4%
2010-09-12 - 2010-09-18,+10%
2010-09-19 - 2010-09-25,+15%
2010-09-26 - 2010-10-02,+11%
2010-10-03 - 2010-10-09,+12%
2010-10-10 - 2010-10-16,+8%
2010-10-17 - 2010-10-23,+7%
2010-10-24 - 2010-10-30,+19%
2010-10-31 - 2010-11-06,+13%
2010-11-07 - 2010-11-13,-17%
2010-11-14 - 2010-11-20,-19%
2010-11-21 - 2010-11-27,-21%
2010-11-28 - 2010-12-04,-18%
2010-12-05 - 2010-12-11,-17%
2010-12-12 - 2010-12-18,-17%
2010-12-19 - 2010-12-25,-10%
2010-12-26 - 2011-01-01,-5%



Top searches
facebook,100
streamlight,80
louboutin,80
fuse,65
zebra,60
icon,60
christian louboutin,60
ps2,45
maui jim,40
desktop,35
club penguin,30
hulk hands,25
wallpaper,25
myspace,20
photo album,20
mass effect,20
mass effect pc,15
dryer vent,15
micro usb cable,15
icon jacket,15



Rising searches
hulk hands,+350%
mass effect,+190%
facebook login,+140%
mass effect pc,+140%
christian louboutin pumps,+110%
dryer vent,+70%
glitter,+70%
louboutin,+60%
facebook,+50%
christian louboutin,+40%



